Key,SourceUIC,TargetUIC
128-653,128,653
128-655,128,655
129-130,129,130
129-143,129,143
129-145,129,145
129-519,129,519
129-53116,129,53116
129-53117,129,53117
129-653,129,653
129-655,129,655
130-143,130,143
130-145,130,145
130-159,130,159
130-160,130,160
130-199,130,199
130-205,130,205
130-242,130,242
130-508,130,508
130-519,130,519
130-53116,130,53116
130-53138,130,53138
130-53140,130,53140
130-53141,130,53141
130-53142,130,53142
130-53147,130,53147
130-53149,130,53149
130-53151,130,53151
130-53152,130,53152
130-53153,130,53153
130-53166,130,53166
130-654,130,654
130-656,130,656
131-143,131,143
131-145,131,145
131-519,131,519
132-143,132,143
132-145,132,145
132-151,132,151
132-153,132,153
132-186,132,186
132-187,132,187
132-207,132,207
132-217,132,217
132-228,132,228
132-232,132,232
132-242,132,242
132-255,132,255
132-257,132,257
132-258,132,258
132-259,132,259
132-263,132,263
132-270,132,270
132-290,132,290
132-291,132,291
132-293,132,293
132-294,132,294
132-296,132,296
132-297,132,297
132-319,132,319
132-330,132,330
132-338,132,338
132-374,132,374
132-377,132,377
132-443,132,443
132-444,132,444
132-470,132,470
132-471,132,471
132-501,132,501
132-508,132,508
132-519,132,519
132-53050,132,53050
132-53054,132,53054
132-53055,132,53055
132-53112,132,53112
132-53124,132,53124
132-53271,132,53271
132-53272,132,53272
132-53276,132,53276
132-53277,132,53277
132-551,132,551
132-552,132,552
132-553,132,553
132-554,132,554
132-564,132,564
132-565,132,565
132-566,132,566
132-567,132,567
132-587,132,587
132-646,132,646
132-647,132,647
132-682,132,682
132-695,132,695
132-767,132,767
132-771,132,771
132-774,132,774
132-785,132,785
133-134,133,134
133-143,133,143
133-145,133,145
133-161,133,161
133-169,133,169
133-180,133,180
133-187,133,187
133-239,133,239
133-242,133,242
133-258,133,258
133-270,133,270
133-273,133,273
133-278,133,278
133-291,133,291
133-293,133,293
133-297,133,297
133-407,133,407
133-410,133,410
133-411,133,411
133-413,133,413
133-417,133,417
133-418,133,418
133-432,133,432
133-442,133,442
133-453,133,453
133-457,133,457
133-471,133,471
133-508,133,508
133-512,133,512
133-516,133,516
133-519,133,519
133-53028,133,53028
133-53029,133,53029
133-53031,133,53031
133-53032,133,53032
133-53039,133,53039
133-53040,133,53040
133-53044,133,53044
133-53046,133,53046
133-53049,133,53049
133-53050,133,53050
133-53053,133,53053
133-53054,133,53054
133-53179,133,53179
133-53198,133,53198
133-53246,133,53246
133-53272,133,53272
133-53277,133,53277
133-53286,133,53286
133-53287,133,53287
133-565,133,565
133-567,133,567
133-617,133,617
133-642,133,642
133-700,133,700
133-728,133,728
133-767,133,767
133-768,133,768
134-143,134,143
134-145,134,145
134-180,134,180
134-407,134,407
134-411,134,411
134-417,134,417
134-516,134,516
134-519,134,519
134-53032,134,53032
134-53044,134,53044
134-700,134,700
134-728,134,728
135-136,135,136
135-143,135,143
135-145,135,145
135-151,135,151
135-154,135,154
135-174,135,174
135-215,135,215
135-441,135,441
135-445,135,445
135-510,135,510
135-512,135,512
135-513,135,513
135-519,135,519
135-53078,135,53078
135-53079,135,53079
135-549,135,549
136-143,136,143
136-145,136,145
136-154,136,154
136-174,136,174
136-215,136,215
136-441,136,441
136-510,136,510
136-512,136,512
136-513,136,513
136-519,136,519
136-53078,136,53078
136-53079,136,53079
143-145,143,145
143-146,143,146
143-148,143,148
143-150,143,150
143-151,143,151
143-153,143,153
143-154,143,154
143-156,143,156
143-157,143,157
143-161,143,161
143-170,143,170
143-177,143,177
143-178,143,178
143-179,143,179
143-180,143,180
143-181,143,181
143-186,143,186
143-187,143,187
143-198,143,198
143-199,143,199
143-207,143,207
143-215,143,215
143-217,143,217
143-220,143,220
143-222,143,222
143-223,143,223
143-224,143,224
143-225,143,225
143-239,143,239
143-242,143,242
143-255,143,255
143-257,143,257
143-258,143,258
143-259,143,259
143-263,143,263
143-270,143,270
143-276,143,276
143-278,143,278
143-290,143,290
143-291,143,291
143-293,143,293
143-294,143,294
143-296,143,296
143-297,143,297
143-304,143,304
143-305,143,305
143-307,143,307
143-308,143,308
143-310,143,310
143-311,143,311
143-312,143,312
143-313,143,313
143-319,143,319
143-330,143,330
143-332,143,332
143-338,143,338
143-351,143,351
143-356,143,356
143-364,143,364
143-372,143,372
143-374,143,374
143-377,143,377
143-407,143,407
143-411,143,411
143-417,143,417
143-430,143,430
143-431,143,431
143-445,143,445
143-456,143,456
143-470,143,470
143-471,143,471
143-482,143,482
143-485,143,485
143-496,143,496
143-501,143,501
143-508,143,508
143-510,143,510
143-512,143,512
143-515,143,515
143-516,143,516
143-518,143,518
143-521,143,521
143-524,143,524
143-53020,143,53020
143-53025,143,53025
143-53026,143,53026
143-53027,143,53027
143-53031,143,53031
143-53032,143,53032
143-53044,143,53044
143-53046,143,53046
143-53049,143,53049
143-53050,143,53050
143-53053,143,53053
143-53054,143,53054
143-53055,143,53055
143-53104,143,53104
143-53107,143,53107
143-53108,143,53108
143-53124,143,53124
143-53244,143,53244
143-53246,143,53246
143-53271,143,53271
143-53272,143,53272
143-53276,143,53276
143-53277,143,53277
143-53282,143,53282
143-53284,143,53284
143-53289,143,53289
143-53298,143,53298
143-537,143,537
143-550,143,550
143-551,143,551
143-552,143,552
143-553,143,553
143-554,143,554
143-563,143,563
143-564,143,564
143-565,143,565
143-566,143,566
143-567,143,567
143-574,143,574
143-578,143,578
143-587,143,587
143-636,143,636
143-637,143,637
143-646,143,646
143-647,143,647
143-669,143,669
143-682,143,682
143-695,143,695
143-696,143,696
143-700,143,700
143-701,143,701
143-728,143,728
143-748,143,748
143-767,143,767
143-772,143,772
143-773,143,773
143-776,143,776
143-778,143,778
143-780,143,780
145-146,145,146
145-148,145,148
145-150,145,150
145-151,145,151
145-153,145,153
145-154,145,154
145-156,145,156
145-157,145,157
145-161,145,161
145-169,145,169
145-177,145,177
145-178,145,178
145-179,145,179
145-180,145,180
145-181,145,181
145-198,145,198
145-199,145,199
145-207,145,207
145-215,145,215
145-217,145,217
145-220,145,220
145-222,145,222
145-223,145,223
145-224,145,224
145-225,145,225
145-239,145,239
145-242,145,242
145-276,145,276
145-278,145,278
145-304,145,304
145-305,145,305
145-307,145,307
145-308,145,308
145-310,145,310
145-311,145,311
145-312,145,312
145-313,145,313
145-364,145,364
145-385,145,385
145-407,145,407
145-411,145,411
145-417,145,417
145-430,145,430
145-431,145,431
145-445,145,445
145-456,145,456
145-482,145,482
145-485,145,485
145-496,145,496
145-515,145,515
145-516,145,516
145-518,145,518
145-519,145,519
145-521,145,521
145-524,145,524
145-53020,145,53020
145-53025,145,53025
145-53026,145,53026
145-53027,145,53027
145-53031,145,53031
145-53032,145,53032
145-53044,145,53044
145-53046,145,53046
145-53104,145,53104
145-53107,145,53107
145-53108,145,53108
145-53244,145,53244
145-53246,145,53246
145-53282,145,53282
145-53284,145,53284
145-53289,145,53289
145-53298,145,53298
145-537,145,537
145-550,145,550
145-563,145,563
145-574,145,574
145-669,145,669
145-700,145,700
145-701,145,701
145-710,145,710
145-728,145,728
145-748,145,748
145-772,145,772
145-773,145,773
145-776,145,776
145-778,145,778
146-167,146,167
146-298,146,298
146-326,146,326
146-519,146,519
148-149,148,149
148-245,148,245
148-307,148,307
148-312,148,312
148-414,148,414
148-50006,148,50006
148-50007,148,50007
148-519,148,519
148-53015,148,53015
148-53019,148,53019
148-53020,148,53020
148-53021,148,53021
148-53025,148,53025
148-53030,148,53030
148-53036,148,53036
148-53038,148,53038
148-53041,148,53041
148-53051,148,53051
148-53054,148,53054
148-53063,148,53063
148-53067,148,53067
148-53114,148,53114
148-533,148,533
148-574,148,574
148-575,148,575
148-576,148,576
148-578,148,578
148-579,148,579
148-592,148,592
148-831,148,831
149-445,149,445
149-53027,149,53027
150-310,150,310
150-313,150,313
150-400,150,400
150-519,150,519
150-53025,150,53025
150-53036,150,53036
150-53062,150,53062
150-53067,150,53067
150-532,150,532
150-831,150,831
151-157,151,157
151-159,151,159
151-160,151,160
151-161,151,161
151-186,151,186
151-187,151,187
151-191,151,191
151-198,151,198
151-199,151,199
151-228,151,228
151-239,151,239
151-242,151,242
151-263,151,263
151-278,151,278
151-290,151,290
151-293,151,293
151-294,151,294
151-326,151,326
151-329,151,329
151-330,151,330
151-336,151,336
151-339,151,339
151-355,151,355
151-358,151,358
151-365,151,365
151-374,151,374
151-378,151,378
151-413,151,413
151-432,151,432
151-442,151,442
151-457,151,457
151-470,151,470
151-485,151,485
151-501,151,501
151-507,151,507
151-508,151,508
151-510,151,510
151-511,151,511
151-512,151,512
151-513,151,513
151-518,151,518
151-519,151,519
151-53031,151,53031
151-53046,151,53046
151-53138,151,53138
151-53140,151,53140
151-53141,151,53141
151-53151,151,53151
151-53153,151,53153
151-53166,151,53166
151-53198,151,53198
151-53280,151,53280
151-537,151,537
151-551,151,551
151-553,151,553
151-554,151,554
151-557,151,557
151-561,151,561
151-564,151,564
151-565,151,565
151-566,151,566
151-569,151,569
151-572,151,572
151-587,151,587
151-613,151,613
151-614,151,614
151-628,151,628
151-634,151,634
151-661,151,661
151-694,151,694
151-764,151,764
151-767,151,767
152-207,152,207
153-217,153,217
153-243,153,243
153-443,153,443
153-519,153,519
154-170,154,170
154-177,154,177
154-207,154,207
154-215,154,215
154-217,154,217
154-222,154,222
154-227,154,227
154-242,154,242
154-259,154,259
154-374,154,374
154-377,154,377
154-450,154,450
154-508,154,508
154-510,154,510
154-512,154,512
154-519,154,519
154-53107,154,53107
154-53143,154,53143
154-53146,154,53146
154-53150,154,53150
154-53158,154,53158
154-53167,154,53167
154-53168,154,53168
154-53169,154,53169
154-555,154,555
154-561,154,561
154-646,154,646
154-647,154,647
156-496,156,496
156-519,156,519
156-53108,156,53108
156-53282,156,53282
156-563,156,563
157-177,157,177
157-184,157,184
157-186,157,186
157-187,157,187
157-201,157,201
157-207,157,207
157-211,157,211
157-217,157,217
157-220,157,220
157-222,157,222
157-223,157,223
157-224,157,224
157-225,157,225
157-238,157,238
157-242,157,242
157-255,157,255
157-257,157,257
157-258,157,258
157-259,157,259
157-263,157,263
157-270,157,270
157-276,157,276
157-290,157,290
157-291,157,291
157-293,157,293
157-294,157,294
157-296,157,296
157-297,157,297
157-319,157,319
157-330,157,330
157-338,157,338
157-344,157,344
157-348,157,348
157-361,157,361
157-374,157,374
157-377,157,377
157-402,157,402
157-403,157,403
157-413,157,413
157-431,157,431
157-432,157,432
157-450,157,450
157-456,157,456
157-457,157,457
157-470,157,470
157-471,157,471
157-476,157,476
157-477,157,477
157-478,157,478
157-479,157,479
157-480,157,480
157-496,157,496
157-501,157,501
157-508,157,508
157-510,157,510
157-512,157,512
157-515,157,515
157-519,157,519
157-526,157,526
157-53049,157,53049
157-53050,157,53050
157-53053,157,53053
157-53054,157,53054
157-53055,157,53055
157-53100,157,53100
157-53104,157,53104
157-53107,157,53107
157-53108,157,53108
157-53124,157,53124
157-53143,157,53143
157-53146,157,53146
157-53150,157,53150
157-53271,157,53271
157-53272,157,53272
157-53276,157,53276
157-53277,157,53277
157-53282,157,53282
157-538,157,538
157-550,157,550
157-551,157,551
157-552,157,552
157-553,157,553
157-554,157,554
157-555,157,555
157-556,157,556
157-558,157,558
157-563,157,563
157-564,157,564
157-565,157,565
157-566,157,566
157-567,157,567
157-587,157,587
157-646,157,646
157-647,157,647
157-669,157,669
157-682,157,682
157-695,157,695
157-737,157,737
157-743,157,743
157-767,157,767
157-778,157,778
157-792,157,792
157-793,157,793
157-796,157,796
157-797,157,797
157-799,157,799
158-159,158,159
158-160,158,160
158-167,158,167
158-242,158,242
158-508,158,508
158-53138,158,53138
158-53140,158,53140
158-53141,158,53141
158-53151,158,53151
158-53153,158,53153
158-53166,158,53166
159-160,159,160
159-167,159,167
159-479,159,479
159-480,159,480
159-508,159,508
159-53163,159,53163
160-161,160,161
160-167,160,167
160-199,160,199
160-208,160,208
160-379,160,379
160-508,160,508
160-570,160,570
161-207,161,207
161-450,161,450
161-452,161,452
161-508,161,508
161-519,161,519
161-53143,161,53143
161-53146,161,53146
161-53150,161,53150
161-555,161,555
161-570,161,570
167-186,167,186
167-230,167,230
167-255,167,255
167-257,167,257
167-259,167,259
167-263,167,263
167-290,167,290
167-294,167,294
167-296,167,296
167-330,167,330
167-425,167,425
167-470,167,470
167-501,167,501
167-508,167,508
167-510,167,510
167-511,167,511
167-512,167,512
167-53013,167,53013
167-53049,167,53049
167-53053,167,53053
167-53054,167,53054
167-53055,167,53055
167-53084,167,53084
167-53114,167,53114
167-53138,167,53138
167-53140,167,53140
167-53141,167,53141
167-53151,167,53151
167-53153,167,53153
167-53166,167,53166
167-53177,167,53177
167-53271,167,53271
167-53276,167,53276
167-53280,167,53280
167-551,167,551
167-552,167,552
167-553,167,553
167-554,167,554
167-564,167,564
167-566,167,566
167-587,167,587
167-628,167,628
167-641,167,641
167-646,167,646
167-652,167,652
167-676,167,676
167-682,167,682
167-695,167,695
167-846,167,846
167-847,167,847
169-180,169,180
169-199,169,199
169-220,169,220
169-223,169,223
169-224,169,224
169-225,169,225
169-243,169,243
169-276,169,276
169-391,169,391
169-407,169,407
169-411,169,411
169-417,169,417
169-431,169,431
169-456,169,456
169-515,169,515
169-516,169,516
169-53032,169,53032
169-53044,169,53044
169-53104,169,53104
169-550,169,550
169-669,169,669
169-700,169,700
169-728,169,728
169-778,169,778
170-177,170,177
170-227,170,227
170-336,170,336
170-391,170,391
170-496,170,496
170-519,170,519
170-53108,170,53108
170-53282,170,53282
170-563,170,563
170-588,170,588
171-445,171,445
172-445,172,445
173-643,173,643
174-176,174,176
174-187,174,187
174-236,174,236
174-242,174,242
174-270,174,270
174-271,174,271
174-291,174,291
174-292,174,292
174-293,174,293
174-295,174,295
174-333,174,333
174-458,174,458
174-471,174,471
174-510,174,510
174-512,174,512
174-53068,174,53068
174-53076,174,53076
174-53077,174,53077
174-53078,174,53078
174-53079,174,53079
174-53080,174,53080
174-53081,174,53081
174-565,174,565
174-567,174,567
174-640,174,640
174-695,174,695
174-764,174,764
174-767,174,767
176-180,176,180
176-237,176,237
176-284,176,284
176-407,176,407
176-410,176,410
176-411,176,411
176-417,176,417
176-418,176,418
176-453,176,453
176-516,176,516
176-53032,176,53032
176-53044,176,53044
176-53076,176,53076
176-53078,176,53078
176-53079,176,53079
176-700,176,700
176-728,176,728
177-1000000,177,1000000
177-178,177,178
177-182,177,182
177-186,177,186
177-187,177,187
177-209,177,209
177-255,177,255
177-257,177,257
177-275,177,275
177-293,177,293
177-294,177,294
177-296,177,296
177-298,177,298
177-299,177,299
177-412,177,412
177-414,177,414
177-481,177,481
177-512,177,512
177-518,177,518
177-519,177,519
177-53015,177,53015
177-53030,177,53030
177-53033,177,53033
177-53039,177,53039
177-53045,177,53045
177-53049,177,53049
177-53053,177,53053
177-53054,177,53054
177-53055,177,53055
177-53072,177,53072
177-53181,177,53181
177-53204,177,53204
177-53271,177,53271
177-53276,177,53276
177-53307,177,53307
177-537,177,537
177-551,177,551
177-552,177,552
177-564,177,564
177-565,177,565
177-641,177,641
177-654,177,654
177-676,177,676
177-682,177,682
177-710,177,710
177-747,177,747
177-767,177,767
178-1000000,178,1000000
178-179,178,179
178-180,178,180
178-182,178,182
178-242,178,242
178-256,178,256
178-258,178,258
178-260,178,260
178-262,178,262
178-289,178,289
178-297,178,297
178-320,178,320
178-321,178,321
178-384,178,384
178-407,178,407
178-411,178,411
178-417,178,417
178-450,178,450
178-481,178,481
178-516,178,516
178-519,178,519
178-53032,178,53032
178-53033,178,53033
178-53034,178,53034
178-53039,178,53039
178-53044,178,53044
178-53045,178,53045
178-53049,178,53049
178-53050,178,53050
178-53053,178,53053
178-53143,178,53143
178-53146,178,53146
178-53150,178,53150
178-53167,178,53167
178-53168,178,53168
178-53169,178,53169
178-53244,178,53244
178-53272,178,53272
178-53277,178,53277
178-555,178,555
178-558,178,558
178-683,178,683
178-700,178,700
178-728,178,728
178-747,178,747
179-180,179,180
179-407,179,407
179-411,179,411
179-417,179,417
179-516,179,516
179-519,179,519
179-53032,179,53032
179-53044,179,53044
179-700,179,700
179-728,179,728
179-758,179,758
180-1000000,180,1000000
180-181,180,181
180-182,180,182
180-183,180,183
180-187,180,187
180-189,180,189
180-192,180,192
180-207,180,207
180-210,180,210
180-217,180,217
180-235,180,235
180-239,180,239
180-242,180,242
180-254,180,254
180-256,180,256
180-258,180,258
180-260,180,260
180-262,180,262
180-270,180,270
180-272,180,272
180-278,180,278
180-289,180,289
180-291,180,291
180-293,180,293
180-297,180,297
180-299,180,299
180-317,180,317
180-320,180,320
180-321,180,321
180-344,180,344
180-347,180,347
180-348,180,348
180-356,180,356
180-361,180,361
180-374,180,374
180-377,180,377
180-380,180,380
180-384,180,384
180-402,180,402
180-403,180,403
180-405,180,405
180-406,180,406
180-408,180,408
180-409,180,409
180-410,180,410
180-413,180,413
180-414,180,414
180-419,180,419
180-420,180,420
180-421,180,421
180-422,180,422
180-432,180,432
180-442,180,442
180-450,180,450
180-454,180,454
180-457,180,457
180-461,180,461
180-464,180,464
180-471,180,471
180-477,180,477
180-478,180,478
180-481,180,481
180-490,180,490
180-492,180,492
180-496,180,496
180-508,180,508
180-510,180,510
180-512,180,512
180-514,180,514
180-519,180,519
180-53015,180,53015
180-53016,180,53016
